last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
30:24.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,11,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos,L392108,P,35.4431992,-120.8954,4/3/11,9:41:00,obsr7509,S7965703,Traveling,P22,EBIRD,9,0.563,NA,1,1,,0,1,0,,"Time: 0941-0950--Conditions: overcast, 1-3 mph wind, 59F--Notes: Last section of morning walk from Hwy 1 at 13th Street back to home at 8th Street.",NA,,NA,"calling, singing",TRUE
54:09.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos,L392108,P,35.4431992,-120.8954,4/3/11,7:10:00,obsr7509,S7965553,Traveling,P22,EBIRD,52,2.269,NA,1,1,,0,1,0,,"Time: 0710-0808--Conditions: overcast, 1-3 mph wind, 56F, moderate surf.--Notes: Starting at my house (46 Eighth Street) I walked to the beach access and then north along the shoreline to Cayucos Creek where I headed inland to Hardie Park, along the ocean side of Cayucos School, and up Pier Ave to Hwy 1.",NA,,NA,"calling, singing",TRUE
08:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,14,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,NA,,,Elfin Forest Preserve--Lupine Point Overlook,L375132,H,35.3331065,-120.8302362,6/25/11,8:15:00,obsr7509,S8470344,Traveling,P22,EBIRD,38,0.241,NA,1,1,,0,1,0,,"Conditions: overcast, clam, 55F--Notes: I parked at the north end of 13th Street and walked out to the estuary overlook.",NA,,NA,coming to feeder,TRUE
54:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,25,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pecho Road Willows,L616539,H,35.3170687,-120.85271,12/18/11,8:40:00,obsr54638,S9364854,Traveling,P22,EBIRD,120,1,NA,2,1,,0,1,0,,"I spent about two hours (the latter half or so with Maggie Smith) wandering around the western part of Los Osos in search of a few birds that had been seen here over the previous weeks.  My primary targets were two Hooded Orioles (and one Bullock's Oriole) that were visiting the feeders at Jim Royer's home along Henrietta Avenue just west of Nancy Avenue, but I was also hoping to see at least one of the two Swamp Sparrows that Jim saw the previous day.  Although it took some time, we managed to see all three orioles and both Swamp Sparrows, though we each saw different sparrows.  Given that one of the Swamp Sparrows was seen in the yard at the intersection of Pecho Road and Grove Street, and the other was in the small marsh on the east side of Doris Avenue just north of Binscarth Avenue, I essentially walked a loop around the block, meeting Maggie when I returned to Jim's home.  After meeting up, we spent most of our time waiting for the orioles to appear, but we did make a second attempt to see the sparrow off Pecho Road.  I did not really check the willows on the west side of Pecho Road, but I did briefly check those at the intersection of Binscarth and Nancy Avenues.  I also saw a few waterbirds in the channel of the small marina off Doris Avenue, but I did not really look at the bay, so most of the birds were seen in the residential neighborhood.  It was mostly to partly cloudy, with a mild (&lt;5 knot) breeze, and temperatures in the low to mid-50s.  8:40-10:40 am.",NA,,NA,(calling),TRUE
34:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pismo SB--Oceano Campground,L282694,H,35.1085767,-120.6265268,1/15/12,9:05:00,obsr54638,S9598259,Traveling,P22,EBIRD,290,2.5,NA,3,1,,0,1,0,,"I visited Oceano twice today, both times in search of several birds that were wintering here and to see if we could find something new.  Given that our primary targets were a Summer Tanager that had been seen intermittently around the back campground and a Tropical Kingbird that had been seen more consistently on the peninsula just east of the front campground, we began along Pier Avenue and we spent most of our time west of the lagoon.  In fact, during my morning visit with Tom Edell, we worked exclusively along the east edge of the front campground, around the lagoon to the peninsula, and then through the back campground to the upper end of the lagoon before returning along roughly the same route (9:05-11:45 am).  I returned in the afternoon with Jon Dunn, when we searched roughly this same route, though this time I also walked a clockwise loop all the way around the lagoon while Jon spent most of his time along the peninsula and around the native plant garden in search of the kingbird (2:05-4:00 pm).  After checking the campground each time, we briefly scanned the gulls on and around the lagoon at the Oceano County Park (ca. 11:45-11:55 am, and again, 4:05-4:20 pm).  It was partly cloudy all day, with just a few high clouds in the morning, but more in the afternoon.  Although we had only a trace (&lt;5 knot) breeze in the morning, there was a mild (5 knot) breeze from the northwest in the afternoon.  Temperatures seemed to increase from the mid-50s to the mid-60s in the morning, but I thought they were probably in the low to mid-60s in the afternoon.  9:05-11:55 am, and again, 2:05-4:20 pm.",NA,,NA,(singing),TRUE
04:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Arroyo Grande Creek Mouth,L455701,P,35.0998976,-120.6284237,8/26/12,7:05:00,obsr54638,S11453206,Traveling,P22,EBIRD,180,2.5,NA,2,1,,0,1,0,,"Brian Daniels and I spent the better part of the morning checking the mouth of Arroyo Grande Creek, the lower kilometer of riparian corridor along the creek, and the pines that encircle the property on the south side of the creek just inside the dunes.  We began by walking out to the creek mouth from south end of Strand Way, which ended up being a more extensive search of the lagoon than we had anticipated given a good number of shorebirds and both a Ruff and a Solitary Sandpiper (7:05-8:30 am).  We were also joined briefly at this site by Maggie Smith and Tom Edell, before Brian and I moved over to check the riparian corridor.  To do so, we drove by the lagoon at the county park and around to Ocean Street and Fountain Avenue on the eastern and northern sides of the Oceano County Airport.  After a quick search of the fence lines and runways of the airport, we parked at the gate on Delta Street and walked over to work the river channel (8:40-10:05 am).  I first worked a short way upstream before entering the riverbed and walking downstream along what was initially a dry bed, but with progressively more water as I continued west until the water was too deep for my boots.  Upon exiting the riverbed, I cut over to the northern dike and then continued most of the way out to the river mouth checking both the willows and the intermittent stands of Sweet Fennel and Coyotebush.  While I did this, Brian checked the pines on the south side of the river and he walked the horse trail out to the dunes before returning and meeting me on the south side.  We found good numbers of birds, but not many obvious migrants and really nothing of note, with the highlights being a Black-chinned Hummingbird and an unseen Red-breasted Nuthatch calling from the pines.  What seemed to be a breaking, mid-level overcast with a near full cover of clouds was evident upon our arrival, yet the clouds never really cleared during our visit.  Also evident was a mild (&lt;5 knot) breeze from the northwest and temperatures that seemed to increase from the upper 50s to the mid-60s during our visit.  7:05-10:05 am.--Although the list below does not include the lagoon at the county park, we did see about ten Great-tailed Grackles in the parking lot along Air Park Drive when we drove by on our way from the beach to the airport.----California Ground-Squirrel - 6.",NA,,NA,(singing; most were seen by Brian around the horse farm),TRUE
29:20.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,32,,,"Morro Bay estuary, from north end of Pecho Road",L1787310,P,35.3199408,-120.8516019,9/11/12,9:30:00,obsr54638,S11870350,Traveling,P22,EBIRD,135,2.25,NA,4,1,,0,1,0,,"Kevin Zimmer and I were joined by Roger and Ruth Zachary at the edge of the bay off the north end of Pecho Road in search of an American Golden-Plover that had been found here the previous day by Jim Royer (9:30-11:20 am).  As it turned out, we easily located the plover at the edge of the marsh and we then spent an extended period of time observing and photographing this bird at close range.  We spent our time in and at the edge of the narrow strip of Salicornia bordering the flats concentrating on this one bird, but we did scan the bay, the flats and the small cove to the northeast.  We did not concentrate on the land birds in the eucalyptus trees at the end of Pecho Road or those in the adjacent yards, but we did find a few incidentally.  After our visit to Pecho Road, we spent a short time scanning from the Audubon Overlook off the end of Third Street (11:25-11:45 am), where we checked the birds along the edge of the bay, and those on both the open flats and the water.  We also encountered a few land birds incidentally.  After getting a call about Red Crossbills at Montana de Oro State Park, we cut our visit short.  A mid-level marine layer began to clear about 11:00 am.  It was calm most of the time, but a mild (5 knot) breeze from the west came up around the time the clouds began to clear.  Temperatures were probably in the upper 50s to low 60s.  9:30-11:45 am.----American Pipit - 1 (?, calling; Kevin thought he may have heard an unseen pipit as it flew over the marsh off Pecho Road).",NA,,NA,(most seen along the road between Pecho Road and the overlook),TRUE
31:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,NA,,,"Baywood Park, 3rd Street",L2172139,P,35.3244395,-120.8398676,1/21/13,7:55:00,obsr54638,S14113364,Traveling,P22,EBIRD,45,0.4,NA,1,1,,0,1,0,,"After my visit to Morro Bay, I stopped briefly in Los Osos to look for a Black-and-white Warbler that had been reported in a yard along 3rd Street opposite Baywood Cove.  I therefore wandered along both 3rd and 4th Streets on both sides of a walking corridor that connected the two right at the yard (1502 3rd Street) where the warbler had been seen visiting trees adjacent to a backyard feeding station that attracted quite a few sparrows.  I never did find the warbler, or anything else of note, but I did see a nice selection of the expected species given the site and the date.  It was clear, calm, and with temperatures in the middle to upper 50s.  7:55-8:40 am.",NA,,NA,(singing),TRUE
05:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pismo SB--Oceano Campground,L282694,H,35.1085767,-120.6265268,6/2/13,11:50:00,obsr54638,S14322948,Area,P23,EBIRD,120,NA,10,1,1,,0,1,0,,"I spent about two hours checking the lagoon and campgrounds at the Oceano Campground of Pismo State Beach.  I parked at the intersection of Norswing Drive and Coolidge Drive and then walked in a counterclockwise direction around the lagoon to Pier Avenue before looping back along the western edge of the lower campground, through the amphitheater area, and then back up the upper campground to the north end of the lagoon, from which I walked back down the trail to where I had parked.  The red-flowered eucalyptus trees on the peninsula were covered with flowers and many of the Blue Gum trees in the lower campground were also in bloom, but I found nothing else remarkable about the site today.  I encountered most of the expected breeding species in the park, but the only clear migrant was a singing male Western Tanager.  The loop I walked was about 2.3 kilometers in length.  I arrived to a mid-level marine-layer that cleared quickly right about 1:30 pm.  There was an intermittent, mild (5 knot) breeze that seemed to be coming from the northwest, and temperatures that I suspect increased from the low to the middle 60s during my mid-day visit.  11:50 am - 1:50 pm.----Bullfrog - 1 (an unseen frog calling from the edge of the lagoon).",NA,,NA,(singing),TRUE
02:24.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Sea Cliffs Resort,L1454811,H,35.1649797,-120.6923002,8/30/13,8:00:00,obsr225158,S33223278,Traveling,P22,EBIRD,600,11.265,NA,1,1,,0,1,0,,"I visited 7 different public parks along a 3 mile stretch of the San Luis Obispo County coastline to evaluate bird populations in areas of moderately intense public use.  I started at Dolphin Bay along Shell Beach and birded south to Dinosaur Caves Park, then north to Margo Dodd Park, Eldwayen Ocean Park, Seacliff Park, Spyglass Park, Palisdaes Bluff Walkway, and Palisades Park. I finished birding at 7:00 p.m. after an hour break for lunch.  Most of the birds on the ocean were near kelp forests just offshore with others chiefly in rocky intertidal and offshore ""stacks"".  There was very little in the way of sandy beach or Coastal Sage Scrub at the various parks today.  The parks were chiefly lawns with low landscaping so as not to obscure scenic coastal vistas,",NA,,NA,"Most of these were in residential, commercial, or rural areas ... some were present in almost every park in every town I visited today,",TRUE
27:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pismo SB--Oceano Campground,L282694,H,35.1085767,-120.6265268,10/17/13,7:20:00,obsr38892,S15429692,Traveling,P22,EBIRD,160,2.253,NA,1,1,,0,1,0,,"Clear, 40's to 60's, calm.  Birded Oceano county Pond, most of lagoon trail, campground, peninsula and native garden.",NA,,NA,leaving roost,TRUE
46:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Lucerne Dr. Vista Point -- Cayucos,L2877866,H,35.44965,-120.9141691,7/13/14,7:40:00,obsr7509,S19091029,Stationary,P21,EBIRD,10,NA,NA,1,1,,0,1,0,,"clear - fog offshore, calm, 60*F; Checked the black oystercatcher nest",NA,,NA,at house on point with feeder,TRUE
49:32.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,11,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pismo SB--Oceano Campground,L282694,H,35.1085767,-120.6265268,10/13/14,7:10:00,obsr38892,S20225451,Traveling,P22,EBIRD,131,1.287,NA,1,1,,0,1,0,,"Clear, 50's to 60's, wind 1 to 3 mph.  Birded the county pond, camp side of lagoon, native garden, peninsula and pines.  Doug Stinson and Steve McMasters were there, but we didn't bird together. Overall much less birdie than Saturday.  looked for but didn't see Black-and-White or Palm Warblers/",NA,,NA,9 seen flying from campground at sunrise,TRUE
48:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Arroyo Grande Creek mouth,L453066,H,35.1001785,-120.6287241,5/23/15,8:55:00,obsr7509,S23604318,Traveling,P22,EBIRD,57,0.483,NA,1,1,,0,1,0,,"100 % cloud cover, 1-3 mph wind, 60*F; I parked in the neighborhood by the creek mouth and walked to the creek overlook and then up creek along the trail on the north side of the creek to the road crossing.  Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,singing,TRUE
35:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Morro Bay SP-Campground,L282283,H,35.3468444,-120.8387738,9/13/15,6:57:00,obsr7509,S25017402,Traveling,P22,EBIRD,63,1.448,NA,1,1,,0,1,0,,"75 % monsoonal cloud cover, calm, 62 * F; I parked along State Park Road by the historic campground bathroom and walked a counter-clockwise loop first along State Park Road, then up the access road to the residences and maintenance yard, then along the main road through the campground to the entrance kiosk and finally back long the road road between the two western most RV campsites to my car.  This list does not include any species seen on the estuary.  Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,singing,TRUE
32:11.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Villa Creek--Estero Bluffs State Park,L471741,H,35.4601369,-120.970459,10/3/15,17:39:00,obsr7509,S25284980,Traveling,P22,EBIRD,44,0.724,NA,1,1,,0,1,0,,"15 % overcast offshore to 100% overcast, 8-12 mph NW wind, 66-64*; I parked next to the Estero Bluffs SP access road across from a ranch house at 5306 Hwy 1 and walked to the creek mouth and lagoon along a trail through non-native grassland. I was here to look for a Lapland Longspur seen in the dune vegetation between the creek lagoon and the ocean by Jim Royer and Herb Elliott about 30 minutes earlier. I returned to the car on the same route. Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,all along utility wires at 5306 Hwy 1,TRUE
11:22.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,33,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Villa Creek--Estero Bluffs State Park,L471741,H,35.4601369,-120.970459,10/13/15,17:38:00,obsr7509,S25410057,Traveling,P22,EBIRD,36,0.483,NA,1,1,,0,1,0,,"clear, 1-3 mph wind, 77 * F; I parked by the gate just west of the Villa Creek Lagoon and walked the foot trail to the mouth.  I checked the beach and ocean before returning along the same path. Submitted from  BirdLog NA for Android v1.9.6",NA,,NA,perched on utility wires and a barn on the inland side of Hwy 1,TRUE
10:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,115,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Santa Rosa Creek mouth,L280205,H,35.5683274,-121.1102353,10/9/15,17:55:00,obsr285863,S25360342,Traveling,P22,EBIRD,90,0.322,NA,1,1,,0,1,1,,"Include Moonstone beach and lagoon areas <br />Submitted from eBird for iOS, version 1.1.2 Build 27",NA,,NA,Many on utility line before flying into willows along bank of Santa Rosa Creek near Shamel  Park.,TRUE
29:14.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Los Osos Valley Nursery,L4083298,H,35.3122278,-120.8515215,12/20/15,9:03:00,obsr7509,S26401324,Traveling,P22,EBIRD,110,0.113,NA,2,1,,0,1,0,,"90 % cloud cover, 1-3 mph wind, 50 *F; I stopped here to look for the male and two female Bullock's Orioles reported  by Judy Neuhauser and Carol Wissler on the Dec 19 Morro Bay Christmas bird count. While looking I stood outside the gate of the residence on the west side of the nursery. After spotting an oriole outside of the gated residence, I called Curtis Marantz who was at the Pecho Road Willows.  Before he arrived I spotted and photographed a brighter yellow oriole in the hot-poker aloe plant beside the residence's driveway. After Curtis arrived we continued to check the poker-plant and then the nursery grounds. An employee arrived and opened the gate to the nursery and said we were welcome.  We walked the grounds and continued to check the poker plant and surrounding vegetation until we left to return to the Pecho Road Willows. Submitted from eBird Android 1.0.1-beta2",NA,,NA,perched on utility wires,TRUE
54:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pecho Road Willows,L616539,H,35.3170687,-120.85271,12/20/15,8:45:00,obsr54638,S26389077,Traveling,P22,EBIRD,165,1,NA,2,1,,0,1,0,,"I checked Pecho Willows, then joined Tom edell at the Los Osos Valley Nursery in search of several orioles reported the previous day by Judy Neuhauser and Jamie Aranda.  After checking the nursery, we returned to Pecho Willows to again search unsuccessfully for the Swamp Sparrow.  There was a cloud cover of about 80% all morning, calm conditions initially but with a mild (&lt;5 knot) breeze from the northwest coming up during our visit, and temperatures that increased from 46° F to 55° F (in part based on the thermometer in Tom's vehicle).  8:45-11:30 am.----Bullock's Oriole - 3 (adult male and two females; chatter and ""enk"" calls);--Orchard Oriole - 1 (female).",NA,,NA,(calling),TRUE
28:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,17,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,SLO/Arroyo Grande/Le Point St,L4132048,P,35.1266653,-120.5745814,1/5/16,9:31:00,obsr38892,S26700196,Traveling,P22,EBIRD,25,0.402,NA,1,1,,0,1,0,,"lull in rain, 50's,  wind 4  to  7 mph.   Birded both ends of the street. Submitted from eBird Android 1.0.0",NA,,NA,highest number seen at one time,TRUE
12:36.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Whale Rock Reservoir-Cottontail Ck Rd Only,L865288,P,35.4691182,-120.8688934,5/21/16,7:27:00,obsr38892,S29824444,Traveling,P22,EBIRD,200,2.816,NA,1,1,,0,1,0,,"Clear, 50's, wind 1- 3 mph  to 30% clouds, 60's, wind 4- 7mph. Birded all of Cottontail Creek road with 5 stops and walked much of the paved portion of the road.  Climbed knoll to scope reservoir which  didn't yield many species. Ran into Jack and Petra clayton. Submitted from eBird Android 1.0.0",NA,,NA,most seen and heard near homes at end of road.,TRUE
32:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Whale Rock Reservoir,L582216,H,35.4636527,-120.8708239,8/20/16,8:34:00,obsr7509,S31168816,Traveling,P22,EBIRD,209,1.77,NA,1,1,,0,1,0,,"100% low clouds and light drizzle to clear, calm to 1-3 mph wind, 55*F at start; I parked along Old Creek road at the gate to the closed entrance building and walked the trail from the parking lot downhill to the reservoir shoreline trail and then headed right (north) to the upper end of the less than half full reservoir. I spend a lot of time scoping the upper end looking through the ducks and searching for shore and land birds. I returned to the car along the same route. 1 bullfrog calling, not seen, sow and 4 piglets, 4 deer. Submitted from eBird Android 1.3-beta1",NA,,NA,On utility wire across Old Creek Road from closed entrance building,TRUE
44:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,33,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos Creek Mouth,L863510,P,35.4492073,-120.907463,10/21/16,7:30:00,obsr7509,S32143797,Stationary,P21,EBIRD,17,NA,NA,1,1,,0,1,0,,"Clear, 8-12 mph NE wind, 69*F; I scanned the birds at the creek mouth lagoon, beach, and ocean from my car.",NA,,NA,perched on utility wire on inland side of Ocean Ave,TRUE
51:13.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,US-CA_145,NA,,,Cuesta Inlet--Los Osos,L1743970,P,35.3204434,-120.8509002,11/23/16,7:45:00,obsr7509,S32682916,Traveling,P22,EBIRD,30,0.08,NA,1,1,,0,1,0,,"85% cloud cover, calm, 52*F; I checked the marsh on the east side of Doris Ave and walked to the corner of Doris and Binscarth.",NA,,NA,17 perched in one leafless tree west of Doris Ave,TRUE
48:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,26,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos Creek Mouth,L863510,P,35.4492073,-120.907463,11/10/16,7:53:00,obsr7509,S32458740,Stationary,P21,EBIRD,40,NA,NA,1,1,,0,1,0,,"Clear, calm, high surf, 64*F; I parked in the paved lot on the pier side of Cayucos Creek and scanned the surrounding area and ocean with my binoculars and scope. High surf made it impossible to locate birds on the ocean.",NA,,NA,perched on utility wires inland of Ocean Ave,TRUE
58:22.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,22,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Atascadero Road--Morro Bay,L5140416,P,35.3801315,-120.8593211,12/11/16,7:57:00,obsr7509,S32969534,Traveling,P22,EBIRD,30,0.563,NA,1,1,,0,1,0,,"90% cloud cover, calm, 58*F; I parked along Atascadero Road and checked the old Minitaure Golf property and then walked a short distance up the Morro Bay high school entrance road. Returning to Atascadero Road I walked west and checked the willow patch between the road and the high school from both the road, along a trail through the patch and from the school side. I returned back to the car.",NA,,NA,perched on utility wires and bare trees along Atascadero Road,TRUE
09:12.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,"Yard, 13th St,  Los Osos, CA",L386827,P,35.3312845,-120.8285379,5/16/17,14:00:00,obsr103074,S36923793,Stationary,P21,EBIRD,45,NA,NA,1,1,,0,1,0,,"Backyard birding -Submitted from eBird for iOS, version 1.3.0 Build 86",NA,,NA,Cooper's hawk fodder,TRUE
51:41.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos Pier,L955267,H,35.4478436,-120.9069453,10/2/17,8:41:00,obsr7509,S39525131,Traveling,P22,EBIRD,54,0.418,NA,1,1,,0,1,0,,"Clear, 4-7 mph offshore to 4-7 mph NW wind, 56*F; I parked in the lot on the east side of the Cayucos Pier and first checked the Cayucos Creek mouth lagoon. I then walked to the pier and out to the end and back with my scope where I scanned the area on my way out and back.  All of the birds seen at the creek mouth were visible from the pier. The eBird app calculated the total distance traveled at 0.56 miles. I calculated the one-way distance covered at about 0.26 mile.",NA,,NA,all perched on utility wires inland of Ocean Ave,TRUE
08:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Cayucos Creek Mouth,L863510,P,35.4492073,-120.907463,10/1/17,16:52:00,obsr7509,S39508166,Stationary,P21,EBIRD,5,NA,NA,1,0,,0,1,0,,"Clear, 4-7 mph south wind, high 60s; Rode my back into town and stopped briefly at the creek mouth where I decided to enter the two phalaropes and anything else easily seen.",NA,,NA,perched on utility wires inland of Ocean Ave,TRUE
57:06.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Villa Creek--Estero Bluffs State Park,L471741,H,35.4601369,-120.970459,10/27/17,8:17:00,obsr7509,S40160131,Traveling,P22,EBIRD,217,2.816,NA,1,1,,0,1,0,,"15%cloud cover, fog 1-2 miles offshore, 53*F at start, probably mid-60's at end; I parked in the dirt lot on the ocean side of Hwy 1 went  through the gate and then turned right and walked along the fenceline to the willow patch. Once there I walked along the brush to the main trail to the beach and then to the beach and up coast to Villa Creek. When I arrived there I, Kaaren Perry, Jackie Knowlton, and another man were there searching for the Lucy's Warbler found yesterday by Herb Elliott. I walked up creek along the inland side and checked the brush where Herb found it without luck. After going as far up creek as possible due to dense brush, I returned to the creek mouth and crossed the dry outlet and walked to the brush and then up the trail that led to the point and back. Once on the beach again, I walked down coast to the end of the beach and then around the rocky point there to the next cove. Halfway through that cove I headed up hill to the main bluff top trail and walked down coast about 0.42 mile (as the crow flies) scanning the ocean, rocky shoreline, beaches, and grassland/brush. I continued down coast until I reached the willow lined drainage that still held surface water. From there I walked back to the most direct trail to the parking area and then to the car. The eBird phone App calculated the total distance traveled at 3.15 miles. Using Google Earth I calculated the total one-way distance traveled at approximately 1.75 mile.",NA,,NA,all perched in tees and on utility wired inland of Hwy 1,TRUE
15:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Morro Bay Streets between Pacific and Carmel and Kings and Kern,L6567563,P,35.3629333,-120.84017,12/15/17,13:14:00,obsr7509,S41114025,Traveling,P22,EBIRD,91,2.269,NA,2,1,,0,1,0,,"90% high thin clouds, hazy, 1-3 mph wind, 62*F; Tom Edell and Curtis Marantz. We parked on Bay Ave and walked east along Pacific Street, turned south on Kings Ave, turned west on Carmel Street, right on Arbutus Ave, east on Pecho, north on Madera, west on Mesa Street, north on Kern Ave, east on Marina Street, and south on Bay Ave to the car. As this was essentially a one-way loop the distance calculated by the eBird phone app is the distance used.",NA,,NA,singing,TRUE
10:49.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Villa Creek--Estero Bluffs State Park,L471741,H,35.4601369,-120.970459,2/9/18,7:48:00,obsr7509,S42618880,Traveling,P22,EBIRD,119,2.092,NA,1,1,,0,1,0,,"Clear, 8-12 mph NE wind, 64-73*F; I parked in the dirt lot by the trail head to Villa Creek beach and walked the dirt tail to the beach, then north along the beach to the creek, and up creek along the inland side of the reek bank. I returned to the beach and then checked the brush along the north side of the creek mouth and walked the trail up onto the bluff and a short distance further up coast, before returning to the beach and checking the brush again. I then walked down coast along the beach and the rocky shoreline through the first small cove, but walked up on the bluff top and continued until the trail intersection with the more southerly dirt tail to the car. The eBird Android phone app calculated the total distance traveled at 2.15 miles. Using Google Earth, the one-way distance was calculated to be 1.3 mile.",NA,,NA,All inland of Hwy 1; singing,TRUE
01:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Baywood Park,L511823,H,35.3299541,-120.8409383,3/21/18,9:00:00,obsr663415,S43834044,Traveling,P22,EBIRD,60,2.05,NA,1,1,,0,1,0,,"Snuck out in between rain showers. Birded residential streets primarily, with a few minutes spent along the bay by the pier.",NA,,NA,estimate,TRUE
